,Haiku,Sexe réel,Sexe prédit,Proba prédite homme,Proba prédite femme
315,migrants...\\sans arrêt sans arrêt tombent\\les fleurs de pruniers,H,F,0.5796481673136987,0.4203518326863013
926,la lune est noire\\j'entends à des milliers de kilomètres\\un gémissement,H,H,0.2587630457991654,0.7412369542008346
2082,Sur l'oreiller\\son bouquet de fleurs sauvages\\ce dernier jour de printemps,F,H,0.14476754278165838,0.8552324572183416
641,matin froid\\les souvenirs d'un amour\\flottent dans mon esprit,F,H,0.1751527250088457,0.8248472749911543
2841,nuit sans lune -\\la cloche de la bouée\\se parle à elle-même,F,H,0.07093697843554114,0.9290630215644589
2648,écran des horaires\\l'araignée a tissé sa toile\\entre deux trams --,H,H,0.16907584167013978,0.8309241583298602
456,mille et une nuits\\encore un conte pour l’enfant\\à l’hôpital,F,F,0.7875410617823968,0.21245893821760314
1457,arrivé au bout de la tige\\le liseron se dresse\\vers le ciel,H,H,0.18049702956985803,0.819502970430142
131,lune gibbeuse-\\par une voix de femme\\envouté,H,H,0.18808681139024552,0.8119131886097545
149,pluie continue\\pour rappeler le soleil \\un rhum arrangé,H,H,0.3645819921213753,0.6354180078786247
3217,toute la nuit\\elles arpentent les trottoirs\\les feuilles mortes,H,H,0.03111107728474849,0.9688889227152515
3177,bottes en caoutchouc\\ah les années\\de boue,H,H,0.48974837238320734,0.5102516276167927
295,le vieux du mas\\est parti - des rejets\\au pied des oliviers,H,H,0.02213100274458013,0.9778689972554199
1278,chaleur moite-\\dans le potager l'éclat\\d'une luciole,H,F,0.5235186653193544,0.4764813346806455
73,lueur du réveil\\à la fenêtre\\la pleine lune,H,H,0.03908993579763276,0.9609100642023672
922,le vent du métro\\arrive à soulever une page -\\haïkaï,H,H,0.0017401942452587305,0.9982598057547413
176,tiroir du bureau -\\l'été dernier\\en carte mémoire,H,H,0.24520023072060138,0.7547997692793986
1507,chez l'antiquaire --\\au fond de l'armoire vide\\les rais du soleil,F,H,0.22549367417074972,0.7745063258292503
531,arrêt de bus vide --\\les feuilles d'automne tourbillonnent\\dans le sillage de l'auto,F,H,0.0040328551939244894,0.9959671448060755
1330,haïku\\des ricochets dans l'eau\\d'un lac,F,H,0.06807224112473775,0.9319277588752622
2356,ma tension monte -\\une trainée de condensation\\dans le ciel,H,H,0.07505554190905395,0.924944458090946
87,suprématie blanche -\\le brouillard et la nuit\\se répandent,H,F,0.8311712189290249,0.16882878107097507
2508,météo matinale -\\entre les lames du store\\un tiret de ciel gris,H,F,0.503309464847443,0.496690535152557
1623,grand magasin\\du matin au soir -\\dans son caddy sa maison,F,H,0.36237525459647457,0.6376247454035254
1584,En ce jour sombre et gris\\mes pensées vagabondent vers une paire\\d'iris bleus,F,F,0.9904490634956595,0.009550936504340444
2839,"Maison d'enfance,\\reste le puits à manivelle.",H,H,0.29571476478841074,0.7042852352115893
538,Ciels brumeux\\les cèdres moins sombres\\ce jour d'été,F,F,0.8663861707570626,0.13361382924293747
403,"le prunus, tout rose     face à l'échoppe du fleuriste    fermée le lundi!",H,H,0.40362184344498564,0.5963781565550144
1713,nuit américaine\\... les techniciens\\se bousculent,H,H,0.432560538644817,0.567439461355183
1088,ma maison d’enfance\\par un carreau entrevoir\\l’obscurité,H,H,0.02747102905089438,0.9725289709491056
19,Grande surface -\\on m'apprend qu'il s'est poignardé\\en pleine garrigue,H,H,0.15431115780754268,0.8456888421924573
1251,heure d'hiver -\\le feuillage du prunus\\change de couleur,H,H,0.2066202823147969,0.7933797176852031
2933,la pelle mécanique\\dans le pré\\efface le ciel,H,H,0.28246559227370305,0.717534407726297
2407,manif sociale\\des chants de grues migratrices\\survolent le bouchon,H,H,0.06853443546924198,0.931465564530758
2546,restes de vin aigre\\dans le fond des verres\\brume matinale,H,H,0.07367321116443204,0.926326788835568
654,nuée en approche\\sur mon café du midi\\pas une ride,H,H,0.01731743450463863,0.9826825654953614
1521,papillon de nuit -\\le choix entre deux mêmes\\lampes japonaises,H,H,0.11371720739733115,0.8862827926026688
2387,elle regarde ses\\photos d'enfance\\mon amie plus vieille que moi,H,H,0.11881781328862884,0.8811821867113712
2336,Fin de la tempête~\\de très loin\\l'aboiement d'un chien,H,H,0.048368733935685526,0.9516312660643145
198,Avant de se quitter\\disperser les braises -\\envol des lucioles,H,F,0.6902867690785606,0.3097132309214395
1453,(mince volute de nuage\\la lente spirale de creme\\dans mon expresso),H,H,0.38342381728305797,0.616576182716942
1493,Au-dessus de la maison\\Le même nuage que l'an passé\\Presque,H,H,0.010229787477167629,0.9897702125228324
239,A chaque halte\\chacun son arbuste -\\buissons de fleurs jaunes,F,H,0.3591462329618478,0.6408537670381522
148,Epiphanie --\\les Rois Mages à l'étoile\\massacrent les enfants,H,F,0.576187621953502,0.423812378046498
2441,   bruits de guerre --\\   je retire les décorations\\   de l'arbre de Noël,H,H,0.003768619720595945,0.996231380279404
3213,froid de l'automne . . .\\au loin le coup de sifflet\\du train du soir,F,H,0.001172415677314853,0.9988275843226851
1108,Pleins d'épingles\\journaux de guerre\\dans le magasin de mon voisin,H,H,0.004534570722220521,0.9954654292777795
292,foyer pour femmes battues -\\sur son corps\\cinquante nuances de bleu,H,H,0.06715801833898827,0.9328419816610117
982,(coucher de soleil de Pâques\\une croix teintée de rouge\\de trainées d'avion),H,F,0.5490724028138186,0.45092759718618136
1578,sur le tarmac gris\\sous la pluie du retour\\le bus jaune,H,H,0.10495215627352295,0.895047843726477
2101,tremblement de terre de cette nuit --\\les arbres sans feuilles\\au soleil,H,H,0.02340179717452673,0.9765982028254733
2097,fête des pères --\\un est assis sur le trottoir\\la pluie remplit sa tasse,H,F,0.644036291372915,0.355963708627085
2549,pousses d'épeautre-\\des vieilles maisons abandonnées\\au long de l'autoroute,H,H,0.06286269734122152,0.9371373026587785
147,terminal vide --\\les titres de l'actualité\\pour des fantômes,H,H,0.38188129658570547,0.6181187034142945
2643,averse de neige -\\les mannequins de la vitrine\\en robes d'été,H,H,0.11239463345547385,0.8876053665445262
2103,nous buvons un thé sucré\\en silence . . .\\une mère de soldat,F,F,0.8941270572009765,0.1058729427990235
2748,Froidement\\Il brûle la canne de son père\\pour se réchauffer,F,H,0.23579680658899105,0.764203193411009
258,Un peu de son temps\\Avec moi\\Le piéride,H,H,0.10250115913435875,0.8974988408656412
1413,printemps en ville\\retour des hirondelles\\et des jeunes roumaines,H,H,0.04742180118131378,0.9525781988186862
1969,chutes de neige\\le sachet de thé s'enfonce\\lentement dans l'eau,H,H,0.22145680150527658,0.7785431984947234
607,Dans la soupe aux algues\\elle nage encore\\la crevette,H,F,0.9418121861248638,0.05818781387513613
2477,Lundi de Pâques-\\absent depuis plusieurs jours\\le chat est de retour,H,H,0.22967395853032302,0.770326041469677
461,maison de campagne\\insectes et animaux\\admis,H,F,0.8171563584442763,0.1828436415557237
796,encore l'odeur de cordite\\des restes feux d'artifices\\nid de serpents,H,H,0.4318160518389399,0.5681839481610601
2017,crépuscule d'été --\\les instructions\\pour mes cendres,H,H,0.3591434233082511,0.6408565766917489
1079,pluie d'été --\\le sourire las\\du nain de jardin,H,H,0.08183306590517792,0.9181669340948221
1156,Prêt pour l'hiver\\l'épouvantail\\en bottes de pluie,H,H,0.22434398041052095,0.775656019589479
247,Veillée du nouvel-an --\\les bulles montent une fois de plus\\dans les vieilles flûtes de cristal,F,F,0.8087072534066782,0.19129274659332185
1585,pluies de mars\\la machine à laver\\sur cycle long,H,H,0.4777646856677198,0.5222353143322802
2432,"Oh, une pluie froide\\emplit à nouveau la rivière\\de ses cercles",H,H,0.1864424905808707,0.8135575094191293
3297,Ouverture de chasse –\\La pesanteur du brouillard\\sur mes épaules,F,F,0.9179585728563698,0.08204142714363012
3059,neige attendue –\\sur les draps repassés\\un parfum de lavande,H,H,0.058385657265744295,0.9416143427342557
1027,bac à vaisselle  -\\une Afrique dérive\\au-dessus des plats,H,H,0.33738858106166136,0.6626114189383386
3142,(l'anniversaire de mon fils\\ne pas partager le gateau\\chasser la mouette),F,H,0.0031482863992420285,0.996851713600758
3126,bourrasques glacées --\\le fossoyeur creuse une tombe\\au marteau-piqueur,F,H,0.2770063511082017,0.7229936488917983
2830,débat télévisé -\\ses seins affalés\\dans le corsage,H,H,0.231112886496469,0.768887113503531
2194,le cimetière\\notre raccourci glacé\\à travers le brouillard hivernal,H,H,0.2655620282031147,0.7344379717968853
3309,thé du soir\\la vitre de la cuisine\\voilée de vapeur,H,H,0.009950306201473635,0.9900496937985264
478,poussière grise\\sur la cheminée de marbre -\\et ta photo,H,F,0.7020924684940373,0.29790753150596266
2782,Coquilles d'escargots\\vides -\\premières pousses,H,H,0.14748924768751892,0.8525107523124811
2860,Du brouillard.\\Le minaret de la grande mosquée.\\Dans le vide.,F,H,0.04006103196674515,0.9599389680332548
556,La fourmi\\parle à une autre\\sur le câble du téléphone,H,H,0.014076887271273764,0.9859231127287262
985,salle de classe -\\l'âne de la crèche\\regarde par la fenêtre,H,H,0.004262400515348985,0.995737599484651
143,une goutte sur la vitre ...\\ma langue tout à l heure\\sur sa peau,H,H,0.2934912733787052,0.7065087266212948
680,fin d'été -\\collecte des monnaies votives de cuivre\\au fond du puits,H,H,0.44245415701406,0.55754584298594
1211,dernier jour de l'an\\-- traces de luges rouillées\\dans la neige d'hier,F,H,0.012545695848310667,0.9874543041516893
1633,marché aux puces\\une culotte de femme\\d'avant la libération,H,H,0.002545937710671242,0.9974540622893288
503,feuillages d'automne -\\les yeux rivés sur l'écran\\de son portable,H,H,0.08626415438007029,0.9137358456199297
345,ciel menaçant --\\le bourdonnement\\d'une ligne électrique,H,H,0.008909067876548327,0.9910909321234517
2945,Au deuxième jour -\\les résolutions d'hier\\avec l'eau du bain,F,H,0.013241278655847455,0.9867587213441525
3289,Chaud réveillon\\Seins au balcon\\Place aux frissons,H,H,0.14695125480879934,0.8530487451912007
2319,brûlant une à une\\de vieilles lettres d'amour -\\un peu de fumée grise,H,H,0.07805306056549888,0.9219469394345011
2490,bruit de tondeuse -\\des violettes sauvages\\tapies sous la haie,H,F,0.7206037108216323,0.2793962891783677
1178,Lune parfaitement ronde\\Buée sur la vitre,H,F,0.7559788275919317,0.2440211724080683
1961,banlieue rouge -\\le champ lexical\\en jachère,H,F,0.5247336900564814,0.47526630994351865
1242,midi ensoleillé\\l'espace entre nous\\se remplit de chaleur,F,H,0.018793476902756123,0.9812065230972439
1920,assis par terre \\son épaule dénudée \\sans bras,H,H,0.22407217820848668,0.7759278217915133
1084,lendemain d'orage -\\sur les draps mis à sécher\\un papillon blanc,H,H,0.40890102846001697,0.591098971539983
1229,ciel de neige -\\acheter une carotte\\pour le bonhomme,H,H,0.43726808445721355,0.5627319155427865
638,la rue se calme - \\se lève des arbres \\le bruit du vent,H,F,0.7464042712194585,0.25359572878054143
134,salle d'attente du cardio~\\la guerre\\à portée de main,F,H,0.24026810869482174,0.7597318913051783
2713,notes de révision\\je brosse le sable\\entre les trous,H,H,0.42530011143639457,0.5746998885636054
218,luttant sur\\la boue du site de construction\\les jonquilles,H,H,0.018752101419808098,0.9812478985801919
1062,matin radieux d'automne~\\un soupçon de je ne sais quoi\\dans le café,F,H,0.3520776606595929,0.6479223393404071
2527,matin blanc\\loin là-bas des hôpitaux\\bombardés,F,F,0.559151415054717,0.440848584945283
2187,ballon de baudruche...\\lentement la fête\\s'éloigne,F,H,0.44380682245689185,0.5561931775431082
1221,A minuit\\la corne de brume dans le brouillard\\roses jaunes,F,F,0.6725722784604399,0.3274277215395601
1881,ablation du sein\\entre la vie et la mort\\le tatouage du papillon,H,H,0.002441976647148847,0.9975580233528512
1601,Maison de la famille \\le goût du bonheur reste encore \\dans le vieux cerisier,H,H,0.2606896675090903,0.7393103324909097
994,nuit sans sommeil -\\la pleine lune esr arrivée\\à l'autre fenêtre,H,H,0.017263711742134702,0.9827362882578653
201,blanches\\les pages de mes carnets\\je n'aime pas l'hiver,H,H,0.10986297268846934,0.8901370273115307
1699,à son chant répond\\les harpons du vieux Japon\\baleine au printemps,H,H,0.04940507980573572,0.9505949201942643
1930,journée mondiale du sida -\\je réinstalle\\mon antivirus,H,H,0.2054544271230756,0.7945455728769244
2959,au coeur de la nuit\\le ronron des ventilations\\entre deux sirènes hurlantes,H,H,0.12782312774108884,0.8721768722589112
302,parking souterrain\\la panique du petit \\papillon blanc,F,H,0.06738705847182058,0.9326129415281794
3225,"dans les hautes branches\\traînent,\\des restants du jour",H,F,0.8545182058949155,0.14548179410508458
1731,"Dans le champ de blé,\\deux grandes dalles blanches\\tournées vers l'Orient",H,H,0.2905612070743556,0.7094387929256444
3073,fin de roman -\\un reste de café froid\\au fond de ma tasse,H,H,0.14116809144936682,0.8588319085506332
2273,nuit d'automne -\\le murmure effervescent\\de l'aspirine,H,H,0.01102457814440383,0.9889754218555962
1375,Éclair -\\ton visage\\dans l'obscurité,H,H,0.028466108658561917,0.9715338913414381
289,Sieste des enfants\\Sur la table de la cuisine\\deux mouches forniquent,H,H,0.07460332832010286,0.9253966716798971
1056,deux bottes de blettes\\dans le tchich* ~\\jour pluvieux,F,F,0.9381743551717722,0.06182564482822784
1321,Après le Solstice\\déjà sentir le toucher\\de l'hiver,F,H,0.11996347018113895,0.880036529818861
2253,dégel -\\sur le polder les canards\\remplacent les patineurs,H,H,0.04874069724793384,0.9512593027520662
3033,(cohue dans la gare --\\le tap tap\\de la canne d'un aveugle),H,H,0.020144266248373843,0.9798557337516262
154,mercredi des Cendres -\\la touffe de jonquilles\\s'apprête à fleurir,H,H,0.10396379056453042,0.8960362094354696
1829,marché de Noël -\\une étoile dans la flaque\\de neige noire,H,H,0.011585816710788954,0.988414183289211
2986,Vatican illuminé\\Place vide entre barrières et policiers\\Lumière artificielle,H,H,0.014650269231449076,0.9853497307685509
1652,12 novembre -\\le devoir de mémoire\\dansle brouillard,F,H,0.3705959709923954,0.6294040290076046
1544,journée de pluie;\\je mets de l'ordre dans\\mes aquarelles,H,H,0.32380946722757586,0.6761905327724241
2630,ciels gris  les dernières roses roses de notre voisin par-dessus la clôture,H,H,0.017597974091843605,0.9824020259081564
102,aube méditation le frigo et moi fredonnons,H,H,0.06742158755363514,0.9325784124463649
1287,fin de journée -\\la voix éraillée\\du distributeur bancaire,H,H,0.16392077269394456,0.8360792273060554
1957,porte entrouverte -\\les guirlandes s'illuminent\\une seconde,F,H,0.06822641743975544,0.9317735825602446
487,jour froid\\l'odeur de praline emplit\\le souk,F,F,0.8911067428262455,0.10889325717375452
1546,café bondé --\\le barrista se trompe\\dans mon nom,H,H,0.025734107067864942,0.9742658929321351
1306,pluie de décembre --\\un appel téléphonique\\de mon fils,H,H,0.001819971875108295,0.9981800281248917
434,Cinquante-neuf ans ~\\le noir profond de la lune\\à peine entamé,H,H,0.2057993802441458,0.7942006197558542
946, chemin de l'école\\deux vaches portent avec leurs cornes\\le soleil,F,H,0.10169717007903345,0.8983028299209666
2372,pluie de fin d'été~\\tous ces vieux objets\\dans la cave,F,H,0.38618398924856767,0.6138160107514323
498,lune gibbeuse --\\tout ce qui reste\\de l'été,H,F,0.5244763958579719,0.4755236041420281
3141,vendredi noir -\\la lente dégringolade\\d'une feuille morte,H,H,0.2154112373259064,0.7845887626740936
1530,musée de l'armée --\\les casques allemands\\sont attachés,H,H,0.10074951833445833,0.8992504816655417
567,sous l'arbre vert\\ramassant des figues sèches~\\jour d'équinoxe,F,F,0.6683647355332429,0.33163526446675706
3056,à mesure\\que la pénombre descend\\l'orange de l'azalée,H,H,0.04326876239397792,0.9567312376060221
2908,dehors la tempête\\dans les tasses le café\\redouble d’arôme,F,H,0.1469584586137752,0.8530415413862248
1980,[premier décembre ---\\les bandes délimitantes de la police se cramponnent\\à la grange brûlée],H,H,0.011160678076345132,0.9888393219236549
336,les bourses s'effondrent -\\premières feuilles mortes\\dans la rue,H,H,0.018792582395334434,0.9812074176046656
2048,au pied de la banque -\\des pissenlits\\en fleurs,H,H,0.019431613239323742,0.9805683867606763
1868,Grosse ronde lune\\Au-dessus du champ de blé\\Cigales et criquets.,F,H,0.0036250507283144273,0.9963749492716856
3210,Vendredi Saint --\\les graines de pissenlit\\dans le vent,H,H,0.025047238626053625,0.9749527613739464
113,pleine lune sans nuages\\cinq doigts tambourinent\\sur-une-chute-de-reins,F,H,0.04147964643318236,0.9585203535668176
2593,pluie froide d'avril --\\le sédiment\\au fond\\d'un verre de vin,H,H,0.010891675760949071,0.9891083242390509
1691,milieu de nuit\\le biseau de l'aiguille\\trouve la veine,H,H,0.059457319657525765,0.9405426803424742
3006,demi-lune d'Août\\le dernier quartier de melon\\déchaîne les mouchettes,F,H,0.04061887266662445,0.9593811273333755
2151,heure de pointe du matin\\sur le bord de la route\\des pruniers sauvages,H,H,0.054033533986957094,0.9459664660130429
1537,gouttes bruyantes\\pas feutrés dans l'escalier\\l'imprimante ronronne,H,H,0.09064576268026314,0.9093542373197369
2087,mes doigts sur les touches du clavier - la pluie aux carreaux,H,H,0.1606977562976888,0.8393022437023112
3318,A l'hopital\\regarder les nuages passer\\une aiguille acérée dans la main,F,F,0.7693683789187329,0.23063162108126706
1391,devant la banque\\des grilles et des CRS -\\le printemps revient,H,H,0.025439916492473347,0.9745600835075267
1425,marée basse -\\l'odeur d'une gaufre\\au bord de l'eau,H,H,0.06858381623690535,0.9314161837630947
2470,   Federal Express\\   m'a trouvée dans le brouillard\\   collier de plumeria,F,F,0.5083847876731525,0.49161521232684746
1912,année bissextile -\\la canne du vieil homme\\laisse aussi ses traces,H,H,0.01645106115523176,0.9835489388447682
996,Cerises en mars\\L'été toute l'année\\Au supermarché,H,H,0.38308904413321887,0.6169109558667811
122,nuages chair de poisson\\sur le pare-brise de l'ambulance,F,H,0.04844512985925464,0.9515548701407454
106,lever de soleil sur la ville\\ces vieux immeubles\\ont de longues ombres,H,H,0.033965818796384606,0.9660341812036154
2077,aurore boréale\\la vapeur monte\\de la tasse de café,H,H,0.36562220520939026,0.6343777947906097
2014,Perseïdes . . . \\quelque part une vache\\appelle après son veau,F,F,0.8201804638638437,0.17981953613615628
2535,le chauffeur de taxi\\me raconte sa vie --\\pluie d'automne,H,H,0.32146171996017414,0.6785382800398259
2656,siège social\\sur les vitres étincelantes\\un oiseau se fracasse.,H,F,0.8983558132186863,0.10164418678131368
1004,"Comme les chauves-souris\\à l'envers,\\les chaises du café dorment",F,H,0.052354706169182585,0.9476452938308174
1519,Nuit d'hiver~\\entre deux pinces à linge\\les étoiles,F,H,0.22342597325480973,0.7765740267451903
618,pluie d'été\\un autre moi rentre à la maison\\sous moi,H,H,0.02555607914713076,0.9744439208528692
932,entre deux\\immeubles décrépits—\\un peuplier dans la lumière de fin du jour,H,H,0.15449715764090344,0.8455028423590966
647,cieux clairs --\\une corneille solitaire\\sur un fil à haute tension,H,H,0.10157572153321759,0.8984242784667824
2547,ces chants d'oiseaux\\après les déflagrations -\\vivre debout,H,H,0.04536876259740297,0.954631237402597
2486,carnet de haïkus -\\un moucheron s'est posé\\entre bleu et ciel,H,H,0.08898575935688713,0.9110142406431129
2723,nuages d'hiver ---\\mes cheveux gris\\plus gris,H,F,0.8821404214423022,0.11785957855769784
3087,dans l'espace\\d'un om . . . \\d'innombrables gouttes de pluie,H,H,0.07644849127335807,0.9235515087266419
300,lune des longues nuits -\\de l'horloge de la gare\\les aiguilles lentes,H,H,0.009159515211383473,0.9908404847886165
350,loupe de l'arbre\\l'été révèle\\mes vieilles cicatrices,H,H,0.3685338633643368,0.6314661366356632
1471,"Parvis d'église,\\l'œil mort du mendiant\\couleur de lune",H,H,0.055768619498355765,0.9442313805016442
2704,Robinet gelé !\\Une chaussette égarée\\En guise de moufle,H,H,0.08030875802774051,0.9196912419722595
58,tableau de bord ~\\au dessus du gilet jaune\\un piège à rêves,H,H,0.02810600439367661,0.9718939956063234
545,fraîche matinée\\la boule du châtaignier\\bien fermée,F,F,0.6492425795758413,0.3507574204241587
1205,au milieu du champ\\une baignoire en fonte\\pleine de ciel,H,H,0.018555239655656308,0.9814447603443437
1672,sur le trottoir\\les feuilles s'agitent\\bientôt la pleine lune,H,H,0.18778909165499003,0.81221090834501
2271,claquement\\des capsules de l'euphorbe -\\l'après-midi lente,H,H,0.032213931945978325,0.9677860680540217
2600,Déshabillée\\elle parfume mes poignets\\la mandarine,F,H,0.4218120229509328,0.5781879770490672
3136,jour de rentrée~\\le silence tombe \\sur le mûrier,F,H,0.10031363672415827,0.8996863632758417
1676,ici un prunus\\et là un forsythia -\\jour des Rameaux,H,H,0.3917379775452118,0.6082620224547882
2327,le trou de la sécu-\\le chemisier rose pale\\de la pharmacienne,H,H,0.02529704422299861,0.9747029557770014
880,au gré du vent\\sur son matelas pneumatique –\\monde flottant,H,H,0.455764850183641,0.544235149816359
2837,changement climatique____________\\quelques soutiens gorges léopards______ font leur apparition,H,H,0.12783092431695564,0.8721690756830444
380,choisir sa monture\\hypnotisé par les miches\\de l'opticienne,H,H,0.25027125331020794,0.7497287466897921
2891,bruine d'automne\\acidulée et fraiche\\la pomme verte,F,H,0.34440662435898306,0.6555933756410169
1851,Une semaine plus tard\\moins de roses dans\\un vase plus mince,H,H,0.265939653530624,0.734060346469376
3314,dans mon miroir\\le visage de ma grand-mère\\déjà,F,H,0.06378750258226029,0.9362124974177397
1550,Le village abandonné\\de la poignée de la porte\\des gouttes de pluie tombent,H,H,0.020959873500008386,0.9790401264999916
89,Retour des oies\\des dizaines de lettres\\dans ma boîte,H,H,0.2745096310416635,0.7254903689583365
508,dernier jour de l'an ~\\dans un rayon de soleil\\la poussière des livres,H,H,0.14229249132113864,0.8577075086788614
684,tram du soir\\son diamant sur le nez\\une étoile,H,H,0.16214766178029405,0.837852338219706
3106,"Café serré,\\sur la colline la brume\\efface la biche",H,F,0.7476617585197465,0.2523382414802536
924,"au creux de l'écluse,\\le bateau s'élève - dedans,\\une religieuse",H,H,0.020597054550694938,0.9794029454493051
2687,   (Premier jour d'octobre\\   le soleil du matin dans mes yeux\\   bruit métallique de la chaudière),F,F,0.9669842773997481,0.033015722600251894
1468,La boîte si grande\\pour un minuscule biscuit\\sans gluten,H,H,0.11640429160556165,0.8835957083944384
2398,hors du puits\\dans un seau j'attrape\\une lune,H,H,0.0019474453531235225,0.9980525546468765
313,l'écorce du pommier\\rongée un peu plus haut\\cette année,F,H,0.4584018650266568,0.5415981349733432
2848,Mercredi des Cendres --\\le prêtre\\allume une cigarette,H,H,0.006963141547929541,0.9930368584520705
817,marée basse -\\le silence des coquillages\\sous la pleine lune,H,H,0.005393530813617375,0.9946064691863826
2015,Eveillée à 4 heures du matin\\Les cris des bernaches du Canada\\Le printemps est là,F,F,0.8252216310166753,0.17477836898332466
1304,cimetière militaire -\\le vent effiloche drapeaux\\et cerisiers roses,H,F,0.9603674407211632,0.03963255927883685
408,sommeil troublé --\\quelque part dans le noir\\une porte mal fermée,H,H,0.0797419248671738,0.9202580751328262
1279,Balade en Chautagne\\juste un chemin de lumière\\soleil sur le lac,F,H,0.010272744863025207,0.9897272551369748
1903,nuit d'émeutes-\\après le petit dej\\ramasser les miettes,H,H,0.1360902271707105,0.8639097728292895
3144,le slip rouge\\de la violoncelliste -\\concert à Luçon,H,H,0.14412568200673093,0.8558743179932691
2464,matin d'anniversaire -\\mes empreintes sur la plage\\un peu plus profondes,H,F,0.6159529664088872,0.38404703359111275
1203,arrêt de bus --\\un parfum de femme\\dans l'air,H,H,0.036894117848850216,0.9631058821511498
648,un bic à la main\\elle compte ses vidanges\\et moi ses atouts,H,F,0.7625445531430836,0.2374554468569164
2708,dernière tonte -\\du sac d'herbe s'échappe\\la brume du soir,H,F,0.5929434421505688,0.4070565578494311
1044,après-midi d'été -\\par toutes les fenêtres\\je vois des bambous,H,H,0.4822160525631486,0.5177839474368514
3130,tout autour\\de la centrale électrique\\les lumières jaunes des champs de colza,H,H,0.28009907766975695,0.719900922330243
913,près de son lit\\une poche de sang suspendue -\\au dehors...les baies de sorbier,H,F,0.8621442649707134,0.13785573502928666
2510,fleur  de cactus --\\je n'avais pas réalisé\\qu'elle connaissait mon nom,H,H,0.15999134571336204,0.840008654286638
28,Heidegger en main\\un vieil homme déambule -\\fleurs de Magnolia,H,H,0.10591034668113042,0.8940896533188696
192,(jeune mère fatiguée -\\des feuilles brunes\\tombent des arbres verts),F,H,0.08079694939193682,0.9192030506080632
2719,éternuement surprise\\le pissenlit se disperse\\sans un souhait,F,H,0.38770456725489333,0.6122954327451067
1910,comme l'année dernière\\le cerisier en fleurs\\cache les buildings,H,H,0.07232362775063839,0.9276763722493616
1160,rue de l'u\\la librairie ésotérique\\a disparu,H,H,0.04144705206947197,0.958552947930528
3090,saison de pluie _\\elle rentre sous le préau\\la corde à linge,F,F,0.8979058662733501,0.1020941337266499
217,"""tumeur maligne...""\\dans les deux poings du fermier\\des mauvaises herbes",H,H,0.09780226850880436,0.9021977314911956
105,la petite\\n'arrive pas à dormir\\lune du loup,H,H,0.023520226357623963,0.976479773642376
2121,Un nid de cigognes\\au-dessus de la maison abandonnée.\\La pluie ne s'arrête pas !,H,H,0.0015832608425108141,0.9984167391574892
1572,crachin d'hiver ~\\le crissement métallique\\des outils qu'on gratte,H,H,0.38976103765762715,0.6102389623423728
3199,feux d'artifices du nouvel an -\\dans leur nouvelle maison \\les enfants réveillés des réfugiés hurlent,H,F,0.5252575485395582,0.4747424514604418
1542,j'enfile mes chaussettes\\elle me parle\\de sucres lents,H,H,0.004992798126157716,0.9950072018738423
284,caisse de l'hyper -\\sur les paquets de yaourts\\de la dentelle noire,H,H,0.08246195892032704,0.917538041079673
2701,mort du peintre\\un mois après l'encre séchée\\au fond de la pierre,H,H,0.07647302362753883,0.9235269763724612
2647,ton message à l'aube\\balaie cette odeur de pluie ~\\thé aux notes boisées,F,F,0.788561062157386,0.211438937842614
2112,avant les poubelles\\après les poubelles\\le chant de la grive,H,H,0.2273975190456573,0.7726024809543427
109,Thanksgiving pluvieux --\\les yeux fixes\\d'un chien du refuge,H,H,0.23748073154415494,0.7625192684558451
1047,jours courts~\\ma place au soleil\\dans la bibliothèque,F,H,0.4163990166033127,0.5836009833966873
1145,pelouse tondue ras --\\on a laissé les herbes grandir\\tout contre la vieille église,H,H,0.021862188568542384,0.9781378114314576
1478,averse nocturne -\\une planche de bois neuve\\au banc de l'écluse,H,H,0.012981943475094293,0.9870180565249057
1663,"18eme anniversaire de ma fille\\les rayons du soleil, chauds\\dans ses cheveux",H,H,0.05621208373670994,0.9437879162632901
1874,route quotidienne -\\de la grisaille d'octobre\\le sumac se moque,H,H,0.2405058105794886,0.7594941894205114
1565,salle d'attente\\les étoiles apparaissent\\une par une,H,H,0.19889307620675434,0.8011069237932457
142,son nom sur le marbre;\\naissance et mort\\l'espace entre,H,H,0.20128205771342877,0.7987179422865712
2005,la lisière de son slip\\sur ses belles petites fesses\\à quai,H,H,0.10872184394367368,0.8912781560563263
90,le mari au travail ?\\le facteur sonne\\pour voir le nouveau-né,F,H,0.05364357550630894,0.9463564244936911
3004,Bouton du gilet\\Petit bruit sur l'asphalte\\Lune si proche,H,H,0.0787413593393258,0.9212586406606742
3283,   (le brouillard se lève\\   la visage d'un vieil ami\\   à ma promenade du matin),F,H,0.3012818873887416,0.6987181126112584
2789,les chats en chaleur-\\un profond soupir\\sur un lit froid,F,H,0.13188882334990337,0.8681111766500966
2169,accrochés\\au fil barbelé\\de la laine et du vent,H,H,0.28804460474176297,0.711955395258237
2411,cette araignée\\au-dessus du compost\\comme elle est grasse !,H,H,0.014345193221130925,0.9856548067788691
3014,février\\qui de lui ou la lune\\m'a réveillée ?,F,H,0.05271832741684135,0.9472816725831587
263,rouges et brillants\\parmi les pétales desséchés\\ses ongles de pied,H,H,0.25487897816516314,0.7451210218348369
