,Haiku,Sexe réel,Sexe prédit,Proba prédite homme,Proba prédite femme
1413,printemps en ville\\retour des hirondelles\\et des jeunes roumaines,H,H,0.18,0.82
1969,chutes de neige\\le sachet de thé s'enfonce\\lentement dans l'eau,H,H,0.42,0.58
607,Dans la soupe aux algues\\elle nage encore\\la crevette,H,H,0.42,0.58
2477,Lundi de Pâques-\\absent depuis plusieurs jours\\le chat est de retour,H,H,0.44,0.56
461,maison de campagne\\insectes et animaux\\admis,H,H,0.24,0.76
796,encore l'odeur de cordite\\des restes feux d'artifices\\nid de serpents,H,H,0.4,0.6
2017,crépuscule d'été --\\les instructions\\pour mes cendres,H,H,0.44,0.56
1079,pluie d'été --\\le sourire las\\du nain de jardin,H,H,0.16,0.84
1156,Prêt pour l'hiver\\l'épouvantail\\en bottes de pluie,H,H,0.3,0.7
247,Veillée du nouvel-an --\\les bulles montent une fois de plus\\dans les vieilles flûtes de cristal,F,H,0.48,0.52
1585,pluies de mars\\la machine à laver\\sur cycle long,H,H,0.16,0.84
2432,"Oh, une pluie froide\\emplit à nouveau la rivière\\de ses cercles",H,H,0.24,0.76
3297,Ouverture de chasse –\\La pesanteur du brouillard\\sur mes épaules,F,H,0.24,0.76
3059,neige attendue –\\sur les draps repassés\\un parfum de lavande,H,H,0.34,0.66
1027,bac à vaisselle  -\\une Afrique dérive\\au-dessus des plats,H,H,0.26,0.74
3142,(l'anniversaire de mon fils\\ne pas partager le gateau\\chasser la mouette),F,H,0.08,0.92
3126,bourrasques glacées --\\le fossoyeur creuse une tombe\\au marteau-piqueur,F,H,0.08,0.92
2830,débat télévisé -\\ses seins affalés\\dans le corsage,H,H,0.18,0.82
2194,le cimetière\\notre raccourci glacé\\à travers le brouillard hivernal,H,F,0.7,0.3
3309,thé du soir\\la vitre de la cuisine\\voilée de vapeur,H,H,0.3,0.7
478,poussière grise\\sur la cheminée de marbre -\\et ta photo,H,H,0.3,0.7
2782,Coquilles d'escargots\\vides -\\premières pousses,H,H,0.22,0.78
2860,Du brouillard.\\Le minaret de la grande mosquée.\\Dans le vide.,F,H,0.3,0.7
556,La fourmi\\parle à une autre\\sur le câble du téléphone,H,H,0.04,0.96
985,salle de classe -\\l'âne de la crèche\\regarde par la fenêtre,H,H,0.1,0.9
143,une goutte sur la vitre ...\\ma langue tout à l heure\\sur sa peau,H,H,0.48,0.52
680,fin d'été -\\collecte des monnaies votives de cuivre\\au fond du puits,H,H,0.44,0.56
1211,dernier jour de l'an\\-- traces de luges rouillées\\dans la neige d'hier,F,H,0.32,0.68
1633,marché aux puces\\une culotte de femme\\d'avant la libération,H,H,0.14,0.86
503,feuillages d'automne -\\les yeux rivés sur l'écran\\de son portable,H,H,0.34,0.66
345,ciel menaçant --\\le bourdonnement\\d'une ligne électrique,H,H,0.12,0.88
2945,Au deuxième jour -\\les résolutions d'hier\\avec l'eau du bain,F,H,0.18,0.82
3289,Chaud réveillon\\Seins au balcon\\Place aux frissons,H,H,0.22,0.78
2319,brûlant une à une\\de vieilles lettres d'amour -\\un peu de fumée grise,H,H,0.3,0.7
2490,bruit de tondeuse -\\des violettes sauvages\\tapies sous la haie,H,H,0.32,0.68
1178,Lune parfaitement ronde\\Buée sur la vitre,H,H,0.42,0.58
1961,banlieue rouge -\\le champ lexical\\en jachère,H,H,0.12,0.88
1242,midi ensoleillé\\l'espace entre nous\\se remplit de chaleur,F,H,0.16,0.84
1920,assis par terre \\son épaule dénudée \\sans bras,H,H,0.2,0.8
1084,lendemain d'orage -\\sur les draps mis à sécher\\un papillon blanc,H,H,0.36,0.64
1229,ciel de neige -\\acheter une carotte\\pour le bonhomme,H,H,0.32,0.68
638,la rue se calme - \\se lève des arbres \\le bruit du vent,H,H,0.32,0.68
134,salle d'attente du cardio~\\la guerre\\à portée de main,F,H,0.22,0.78
2713,notes de révision\\je brosse le sable\\entre les trous,H,H,0.26,0.74
218,luttant sur\\la boue du site de construction\\les jonquilles,H,H,0.1,0.9
1062,matin radieux d'automne~\\un soupçon de je ne sais quoi\\dans le café,F,H,0.22,0.78
2527,matin blanc\\loin là-bas des hôpitaux\\bombardés,F,H,0.1,0.9
2187,ballon de baudruche...\\lentement la fête\\s'éloigne,F,H,0.16,0.84
1221,A minuit\\la corne de brume dans le brouillard\\roses jaunes,F,H,0.36,0.64
1881,ablation du sein\\entre la vie et la mort\\le tatouage du papillon,H,H,0.02,0.98
1601,Maison de la famille \\le goût du bonheur reste encore \\dans le vieux cerisier,H,H,0.46,0.54
994,nuit sans sommeil -\\la pleine lune esr arrivée\\à l'autre fenêtre,H,H,0.24,0.76
201,blanches\\les pages de mes carnets\\je n'aime pas l'hiver,H,H,0.36,0.64
1699,à son chant répond\\les harpons du vieux Japon\\baleine au printemps,H,H,0.16,0.84
1930,journée mondiale du sida -\\je réinstalle\\mon antivirus,H,H,0.24,0.76
2959,au coeur de la nuit\\le ronron des ventilations\\entre deux sirènes hurlantes,H,H,0.42,0.58
302,parking souterrain\\la panique du petit \\papillon blanc,F,H,0.08,0.92
3225,"dans les hautes branches\\traînent,\\des restants du jour",H,H,0.32,0.68
1731,"Dans le champ de blé,\\deux grandes dalles blanches\\tournées vers l'Orient",H,H,0.28,0.72
3073,fin de roman -\\un reste de café froid\\au fond de ma tasse,H,F,0.54,0.46
2273,nuit d'automne -\\le murmure effervescent\\de l'aspirine,H,H,0.12,0.88
1375,Éclair -\\ton visage\\dans l'obscurité,H,H,0.3,0.7
289,Sieste des enfants\\Sur la table de la cuisine\\deux mouches forniquent,H,H,0.34,0.66
1056,deux bottes de blettes\\dans le tchich* ~\\jour pluvieux,F,H,0.38,0.62
1321,Après le Solstice\\déjà sentir le toucher\\de l'hiver,F,H,0.44,0.56
2253,dégel -\\sur le polder les canards\\remplacent les patineurs,H,H,0.1,0.9
3033,(cohue dans la gare --\\le tap tap\\de la canne d'un aveugle),H,H,0.18,0.82
154,mercredi des Cendres -\\la touffe de jonquilles\\s'apprête à fleurir,H,H,0.2,0.8
1829,marché de Noël -\\une étoile dans la flaque\\de neige noire,H,H,0.2,0.8
2986,Vatican illuminé\\Place vide entre barrières et policiers\\Lumière artificielle,H,H,0.08,0.92
1652,12 novembre -\\le devoir de mémoire\\dansle brouillard,F,H,0.16,0.84
1544,journée de pluie;\\je mets de l'ordre dans\\mes aquarelles,H,H,0.34,0.66
2630,ciels gris  les dernières roses roses de notre voisin par-dessus la clôture,H,H,0.38,0.62
102,aube méditation le frigo et moi fredonnons,H,H,0.14,0.86
1287,fin de journée -\\la voix éraillée\\du distributeur bancaire,H,H,0.34,0.66
1957,porte entrouverte -\\les guirlandes s'illuminent\\une seconde,F,H,0.14,0.86
487,jour froid\\l'odeur de praline emplit\\le souk,F,H,0.26,0.74
1546,café bondé --\\le barrista se trompe\\dans mon nom,H,H,0.14,0.86
1306,pluie de décembre --\\un appel téléphonique\\de mon fils,H,H,0.14,0.86
434,Cinquante-neuf ans ~\\le noir profond de la lune\\à peine entamé,H,H,0.2,0.8
946, chemin de l'école\\deux vaches portent avec leurs cornes\\le soleil,F,H,0.28,0.72
2372,pluie de fin d'été~\\tous ces vieux objets\\dans la cave,F,F,0.5,0.5
498,lune gibbeuse --\\tout ce qui reste\\de l'été,H,H,0.4,0.6
3141,vendredi noir -\\la lente dégringolade\\d'une feuille morte,H,H,0.14,0.86
1530,musée de l'armée --\\les casques allemands\\sont attachés,H,H,0.06,0.94
567,sous l'arbre vert\\ramassant des figues sèches~\\jour d'équinoxe,F,H,0.34,0.66
3056,à mesure\\que la pénombre descend\\l'orange de l'azalée,H,H,0.06,0.94
2908,dehors la tempête\\dans les tasses le café\\redouble d’arôme,F,H,0.2,0.8
1980,[premier décembre ---\\les bandes délimitantes de la police se cramponnent\\à la grange brûlée],H,H,0.16,0.84
336,les bourses s'effondrent -\\premières feuilles mortes\\dans la rue,H,H,0.22,0.78
2048,au pied de la banque -\\des pissenlits\\en fleurs,H,H,0.28,0.72
1868,Grosse ronde lune\\Au-dessus du champ de blé\\Cigales et criquets.,F,H,0.16,0.84
3210,Vendredi Saint --\\les graines de pissenlit\\dans le vent,H,H,0.22,0.78
113,pleine lune sans nuages\\cinq doigts tambourinent\\sur-une-chute-de-reins,F,H,0.2,0.8
2593,pluie froide d'avril --\\le sédiment\\au fond\\d'un verre de vin,H,H,0.22,0.78
1691,milieu de nuit\\le biseau de l'aiguille\\trouve la veine,H,H,0.12,0.88
3006,demi-lune d'Août\\le dernier quartier de melon\\déchaîne les mouchettes,F,H,0.24,0.76
2151,heure de pointe du matin\\sur le bord de la route\\des pruniers sauvages,H,H,0.36,0.64
1537,gouttes bruyantes\\pas feutrés dans l'escalier\\l'imprimante ronronne,H,H,0.2,0.8
2087,mes doigts sur les touches du clavier - la pluie aux carreaux,H,H,0.28,0.72
3318,A l'hopital\\regarder les nuages passer\\une aiguille acérée dans la main,F,H,0.38,0.62
1391,devant la banque\\des grilles et des CRS -\\le printemps revient,H,H,0.12,0.88
1425,marée basse -\\l'odeur d'une gaufre\\au bord de l'eau,H,H,0.3,0.7
2470,   Federal Express\\   m'a trouvée dans le brouillard\\   collier de plumeria,F,H,0.32,0.68
1912,année bissextile -\\la canne du vieil homme\\laisse aussi ses traces,H,H,0.2,0.8
996,Cerises en mars\\L'été toute l'année\\Au supermarché,H,H,0.14,0.86
122,nuages chair de poisson\\sur le pare-brise de l'ambulance,F,H,0.22,0.78
106,lever de soleil sur la ville\\ces vieux immeubles\\ont de longues ombres,H,H,0.3,0.7
2077,aurore boréale\\la vapeur monte\\de la tasse de café,H,H,0.4,0.6
2014,Perseïdes . . . \\quelque part une vache\\appelle après son veau,F,H,0.32,0.68
2535,le chauffeur de taxi\\me raconte sa vie --\\pluie d'automne,H,H,0.24,0.76
2656,siège social\\sur les vitres étincelantes\\un oiseau se fracasse.,H,H,0.42,0.58
1004,"Comme les chauves-souris\\à l'envers,\\les chaises du café dorment",F,H,0.18,0.82
1519,Nuit d'hiver~\\entre deux pinces à linge\\les étoiles,F,F,0.52,0.48
618,pluie d'été\\un autre moi rentre à la maison\\sous moi,H,H,0.18,0.82
932,entre deux\\immeubles décrépits—\\un peuplier dans la lumière de fin du jour,H,H,0.46,0.54
647,cieux clairs --\\une corneille solitaire\\sur un fil à haute tension,H,H,0.12,0.88
2547,ces chants d'oiseaux\\après les déflagrations -\\vivre debout,H,H,0.28,0.72
2486,carnet de haïkus -\\un moucheron s'est posé\\entre bleu et ciel,H,H,0.16,0.84
2723,nuages d'hiver ---\\mes cheveux gris\\plus gris,H,H,0.44,0.56
3087,dans l'espace\\d'un om . . . \\d'innombrables gouttes de pluie,H,H,0.16,0.84
300,lune des longues nuits -\\de l'horloge de la gare\\les aiguilles lentes,H,H,0.1,0.9
350,loupe de l'arbre\\l'été révèle\\mes vieilles cicatrices,H,H,0.16,0.84
1471,"Parvis d'église,\\l'œil mort du mendiant\\couleur de lune",H,H,0.12,0.88
2704,Robinet gelé !\\Une chaussette égarée\\En guise de moufle,H,H,0.08,0.92
58,tableau de bord ~\\au dessus du gilet jaune\\un piège à rêves,H,H,0.12,0.88
545,fraîche matinée\\la boule du châtaignier\\bien fermée,F,H,0.22,0.78
1205,au milieu du champ\\une baignoire en fonte\\pleine de ciel,H,H,0.18,0.82
1672,sur le trottoir\\les feuilles s'agitent\\bientôt la pleine lune,H,H,0.34,0.66
2271,claquement\\des capsules de l'euphorbe -\\l'après-midi lente,H,H,0.22,0.78
2600,Déshabillée\\elle parfume mes poignets\\la mandarine,F,H,0.1,0.9
3136,jour de rentrée~\\le silence tombe \\sur le mûrier,F,H,0.18,0.82
1676,ici un prunus\\et là un forsythia -\\jour des Rameaux,H,H,0.14,0.86
2327,le trou de la sécu-\\le chemisier rose pale\\de la pharmacienne,H,H,0.14,0.86
880,au gré du vent\\sur son matelas pneumatique –\\monde flottant,H,H,0.2,0.8
2837,changement climatique____________\\quelques soutiens gorges léopards______ font leur apparition,H,H,0.14,0.86
380,choisir sa monture\\hypnotisé par les miches\\de l'opticienne,H,H,0.16,0.84
2891,bruine d'automne\\acidulée et fraiche\\la pomme verte,F,H,0.26,0.74
1851,Une semaine plus tard\\moins de roses dans\\un vase plus mince,H,H,0.42,0.58
3314,dans mon miroir\\le visage de ma grand-mère\\déjà,F,H,0.4,0.6
1550,Le village abandonné\\de la poignée de la porte\\des gouttes de pluie tombent,H,H,0.34,0.66
89,Retour des oies\\des dizaines de lettres\\dans ma boîte,H,H,0.3,0.7
508,dernier jour de l'an ~\\dans un rayon de soleil\\la poussière des livres,H,H,0.32,0.68
684,tram du soir\\son diamant sur le nez\\une étoile,H,H,0.28,0.72
3106,"Café serré,\\sur la colline la brume\\efface la biche",H,H,0.18,0.82
924,"au creux de l'écluse,\\le bateau s'élève - dedans,\\une religieuse",H,H,0.22,0.78
2687,   (Premier jour d'octobre\\   le soleil du matin dans mes yeux\\   bruit métallique de la chaudière),F,H,0.48,0.52
1468,La boîte si grande\\pour un minuscule biscuit\\sans gluten,H,H,0.34,0.66
2398,hors du puits\\dans un seau j'attrape\\une lune,H,H,0.12,0.88
313,l'écorce du pommier\\rongée un peu plus haut\\cette année,F,H,0.42,0.58
2848,Mercredi des Cendres --\\le prêtre\\allume une cigarette,H,H,0.06,0.94
817,marée basse -\\le silence des coquillages\\sous la pleine lune,H,H,0.28,0.72
2015,Eveillée à 4 heures du matin\\Les cris des bernaches du Canada\\Le printemps est là,F,H,0.34,0.66
1304,cimetière militaire -\\le vent effiloche drapeaux\\et cerisiers roses,H,F,0.58,0.42
408,sommeil troublé --\\quelque part dans le noir\\une porte mal fermée,H,H,0.34,0.66
1279,Balade en Chautagne\\juste un chemin de lumière\\soleil sur le lac,F,H,0.28,0.72
1903,nuit d'émeutes-\\après le petit dej\\ramasser les miettes,H,H,0.14,0.86
3144,le slip rouge\\de la violoncelliste -\\concert à Luçon,H,H,0.12,0.88
2464,matin d'anniversaire -\\mes empreintes sur la plage\\un peu plus profondes,H,F,0.54,0.46
1203,arrêt de bus --\\un parfum de femme\\dans l'air,H,H,0.2,0.8
648,un bic à la main\\elle compte ses vidanges\\et moi ses atouts,H,H,0.38,0.62
2708,dernière tonte -\\du sac d'herbe s'échappe\\la brume du soir,H,F,0.52,0.48
1044,après-midi d'été -\\par toutes les fenêtres\\je vois des bambous,H,H,0.42,0.58
3130,tout autour\\de la centrale électrique\\les lumières jaunes des champs de colza,H,H,0.24,0.76
913,près de son lit\\une poche de sang suspendue -\\au dehors...les baies de sorbier,H,H,0.42,0.58
2510,fleur  de cactus --\\je n'avais pas réalisé\\qu'elle connaissait mon nom,H,H,0.44,0.56
28,Heidegger en main\\un vieil homme déambule -\\fleurs de Magnolia,H,H,0.34,0.66
192,(jeune mère fatiguée -\\des feuilles brunes\\tombent des arbres verts),F,H,0.36,0.64
2719,éternuement surprise\\le pissenlit se disperse\\sans un souhait,F,H,0.14,0.86
1910,comme l'année dernière\\le cerisier en fleurs\\cache les buildings,H,H,0.38,0.62
1160,rue de l'u\\la librairie ésotérique\\a disparu,H,H,0.1,0.9
3090,saison de pluie _\\elle rentre sous le préau\\la corde à linge,F,F,0.7,0.3
217,"""tumeur maligne...""\\dans les deux poings du fermier\\des mauvaises herbes",H,H,0.2,0.8
105,la petite\\n'arrive pas à dormir\\lune du loup,H,H,0.14,0.86
2121,Un nid de cigognes\\au-dessus de la maison abandonnée.\\La pluie ne s'arrête pas !,H,H,0.22,0.78
1572,crachin d'hiver ~\\le crissement métallique\\des outils qu'on gratte,H,H,0.34,0.66
3199,feux d'artifices du nouvel an -\\dans leur nouvelle maison \\les enfants réveillés des réfugiés hurlent,H,F,0.64,0.36
1542,j'enfile mes chaussettes\\elle me parle\\de sucres lents,H,H,0.12,0.88
284,caisse de l'hyper -\\sur les paquets de yaourts\\de la dentelle noire,H,H,0.28,0.72
2701,mort du peintre\\un mois après l'encre séchée\\au fond de la pierre,H,H,0.48,0.52
2647,ton message à l'aube\\balaie cette odeur de pluie ~\\thé aux notes boisées,F,H,0.48,0.52
2112,avant les poubelles\\après les poubelles\\le chant de la grive,H,H,0.26,0.74
109,Thanksgiving pluvieux --\\les yeux fixes\\d'un chien du refuge,H,H,0.18,0.82
1047,jours courts~\\ma place au soleil\\dans la bibliothèque,F,H,0.4,0.6
1145,pelouse tondue ras --\\on a laissé les herbes grandir\\tout contre la vieille église,H,H,0.28,0.72
1478,averse nocturne -\\une planche de bois neuve\\au banc de l'écluse,H,H,0.14,0.86
1663,"18eme anniversaire de ma fille\\les rayons du soleil, chauds\\dans ses cheveux",H,H,0.2,0.8
1874,route quotidienne -\\de la grisaille d'octobre\\le sumac se moque,H,H,0.3,0.7
1565,salle d'attente\\les étoiles apparaissent\\une par une,H,H,0.36,0.64
142,son nom sur le marbre;\\naissance et mort\\l'espace entre,H,H,0.16,0.84
2005,la lisière de son slip\\sur ses belles petites fesses\\à quai,H,H,0.3,0.7
90,le mari au travail ?\\le facteur sonne\\pour voir le nouveau-né,F,H,0.12,0.88
3004,Bouton du gilet\\Petit bruit sur l'asphalte\\Lune si proche,H,H,0.3,0.7
3283,   (le brouillard se lève\\   la visage d'un vieil ami\\   à ma promenade du matin),F,H,0.44,0.56
2789,les chats en chaleur-\\un profond soupir\\sur un lit froid,F,H,0.32,0.68
2169,accrochés\\au fil barbelé\\de la laine et du vent,H,H,0.28,0.72
2411,cette araignée\\au-dessus du compost\\comme elle est grasse !,H,H,0.14,0.86
3014,février\\qui de lui ou la lune\\m'a réveillée ?,F,H,0.12,0.88
263,rouges et brillants\\parmi les pétales desséchés\\ses ongles de pied,H,H,0.42,0.58
1460,le nom\\que je ne voulais pas voir -\\café amer,H,H,0.36,0.64
1946,Lune d'hiver -\\des péripatéticiennes\\frappent dans leurs mains,F,H,0.34,0.66
2099,flaque d'eau sur la grève\\son petit pied disparaît\\dans un nuage,H,H,0.28,0.72
3156,Chardons en fleur -\\Dans l'amas de tôle\\Un bras,H,H,0.4,0.6
2446,Ecole buissonnière\\dans la rangée des fourmis\\une à contresens,H,H,0.06,0.94
3095,"Rentrée d'automne,\\un papillon blanc\\dans le métro",H,H,0.24,0.76
1474,grange en ruine -\\une odeur de paille\\au soleil couchant,H,H,0.24,0.76
2497,Emménagement\\Un salon bien ordonné\\Dans le camion,H,H,0.24,0.76
1611,papier journal -\\les pointes des haricots\\sur la nécrologie,H,H,0.28,0.72
2622,mon stylo vide\\en laissant entrer la nuit\\je recharge,H,H,0.12,0.88
166,dans la cour vide\\seuls des sachets en plastique\\font la ronde,H,H,0.28,0.72
27,carrefour\\le coeur brun\\d'une pomme,F,H,0.18,0.82
672,muezzin de l'aube-\\les ronrons du chat\\dans mon oreille,F,H,0.4,0.6
1196,bruit de l'aspirateur -\\le soleil se cache\\derrière un nuage,H,H,0.36,0.64
573,Lingerie fine -\\le parfum des roses\\après la pluie,F,H,0.46,0.54
112,lune du chasseur --\\elle me demande si j'ai trouvé\\ce que je cherchais,H,H,0.38,0.62
2191,L'automne est parti\\cette nuit et ce matin\\l'été d'une mangue,H,H,0.22,0.78
597,(le froid soudain--\\une fraîche couche de glace\\sur la sortie de secours),H,H,0.4,0.6
2442,éclair à la fenêtre --\\le train arrêté\\dans l'orage,H,H,0.08,0.92
2484,"Ascension,\\le soleil\\dans mon café noir",H,H,0.26,0.74
833,insomnie\\la danse des étoiles\\un moment,F,H,0.12,0.88
1107,le soleil levant -\\dans la vitre givrée\\un amas d'étoiles,H,H,0.32,0.68
2553,changement climatique -\\les fleurs du magnolia\\noyées dans le vert,H,H,0.36,0.64
377,Pont Jacques-Cartier\\Au matin une brume dense\\Les autos disparaissent,F,H,0.2,0.8
150,la guêpe\\prise entre les vitres\\première lumière de printemps,H,H,0.28,0.72
805,chambre vide -\\les ombres des clous\\sur les murs,H,H,0.34,0.66
1642,le radiateur derrière la porte\\canicule de juillet,H,H,0.42,0.58
3256,première neige --\\un rasage\\presque parfait,H,H,0.28,0.72
2295,Gaza sous les bombes --\\le croissant de lune\\si mince ce soir,H,F,0.56,0.44
1625,fin d'orage\\le ciel se repose\\dans les flaques,H,H,0.36,0.64
1830,brumaille d'Octobre-\\une touche d'harissa\\sur les œufs brouillés,F,H,0.38,0.62
3282,Nuit étoilée -\\sur la grand route\\un camion change de vitesse,H,H,0.26,0.74
3184,bras mort du canal -\\la course soudaine\\d'une poule d'eau,H,H,0.12,0.88
2706,chemin à l'aube\\l'ouvrage des araignées\\sur mon front,H,H,0.2,0.8
2585,matin de brume -\\elle taille au plus fin\\son crayon à paupières,H,H,0.2,0.8
862,Nuit indigo.\\Le noir profond de la lune\\juste entamé.,H,H,0.28,0.72
815,route côtière...\\les spinnakers gonflés\\de soleil,F,H,0.24,0.76
1224,La ville est dévastée.\\L'ombre d'un dictateur.\\Dans la mosquée.,H,H,0.26,0.74
156,Les jardins d'Alep en 2016\\même l'escargot\\a laissé sa coquille et s'est enfui,H,H,0.08,0.92
447,étoiles au crépuscule\\une nuée de bourgeons de saule\\à la porte,F,H,0.26,0.74
372,(panneau Ceinture de sécurité\\tout ce qui reste\\sur le pont dévasté),H,H,0.22,0.78
1989,"Pluie et vent,\\au fond du bassin les pierres\\frissonnent",H,H,0.32,0.68
1771,un peu de vent\\sur mes épaules nues\\odeur de matin,F,H,0.44,0.56
1964,plein été –\\la lumière aveuglante\\du bloc opératoire,H,H,0.06,0.94
1230,une vraie merveille du monde --\\comment elle remplit\\son T-shirt Grand Canyon,H,H,0.08,0.92
115,   dans la cour\\   au milieu de notre dispute --\\   une libellule rouge,F,H,0.06,0.94
1814,fin du jour --\\sur les ailes des hirondelles\\encore un peu de soleil,H,F,0.54,0.46
1541,dans la vapeur\\de ma tasse de thé\\la lune montante,H,H,0.28,0.72
1136,champs nus -\\la ligne à haute tension\\à pas de géants,H,H,0.22,0.78
2064,quinze ans déjà* ...\\une autre fleur est tombée\\du magnolia blanc,H,H,0.22,0.78
1835,bruissement d'ailes\\des chauves-souris -\\la nuit descend,H,H,0.1,0.9
2651,"tandis qu'il me cause\\sur la galerie\\mon ombre, se cache...",F,H,0.44,0.56
3067,j'attends le bus --\\au bout de la rue\\coucher de soleil,H,H,0.42,0.58
1618,"Ecrit en trois lignes\\sur le pot de confiture\\date, lieu et fruit",H,H,0.38,0.62
2092,dans la souche creuse\\du vieil arbre\\des coquelicots en fleurs,H,H,0.28,0.72
76,chaleur écrasante —\\dans des rumeurs de taffetas\\les caresses éventées,F,H,0.1,0.9
529,trois bouts de cartons \\éparpillés \\restes de bonneteau,H,H,0.16,0.84
2710,Saint-Valentin --\\le ballon en forme de coeur\\ne rentre pas dans le taxi,H,H,0.28,0.72
3016,ciel couvert -\\des volutes de fumée\\par dessus la cloture,F,H,0.16,0.84
3065,fin d'été\\dans les bagages\\les habits d'automne,F,H,0.28,0.72
3058,premiers frissons~\\j'enterre le chat\\dans ma robe d'été,F,H,0.3,0.7
1236,de son fauteuil roulant\\l'enfant ne voit par la fenêtre\\que le ciel,H,H,0.28,0.72
1522,lendemain de vote\\une mouche entre les verres\\du double vitrage,H,H,0.18,0.82
1476,"jour pluvieux\\dans la forêt pluvieuse\\plic, plic, plic",F,H,0.3,0.7
1475,Mardi Gras -\\les mangeoires\\encombrées,H,H,0.06,0.94
2498,(Dans la flaque laissée par la marée\\Deux crabes dans une étreinte\\Le dîner d'aujourd'hui),F,H,0.24,0.76
2461,Vent violent -\\au coeur de l'hiver le goût\\des patates douces,H,H,0.44,0.56
1489,soleil d'hiver\\le plat de ma main\\sur la vitre froide,H,H,0.46,0.54
2403,terre crue\\de terrasse en terrasse\\l'appel du muezzin,F,H,0.14,0.86
561,jour d'hiver -\\toutes ces statues nues\\dans le parc,H,H,0.44,0.56
1575,sous ma capuche\\la rumeur de la rue\\picotée de pluie,H,H,0.34,0.66
2975,labour d'octobre\\aux coudes aux cuisses\\des fils de la vierge,F,H,0.26,0.74
1147,sous l'aube terne d'octobre le vol d'un pigeon encore noir,H,H,0.28,0.72
2736,d'une pièce sans fenêtres\\la vue sur l'océan\\de mon économiseur d'écran,H,H,0.18,0.82
613,ciel\\scintillant d'étoiles -\\trottoir\\terne\\de chewing-gums,H,H,0.14,0.86
2114,Labeur nocturne\\un café n’empêche pas mes\\chaussettes dépareillées,F,H,0.32,0.68
1528,(une enfilade de feux de signalisation\\change du rouge au vert\\pleine lune d'été),H,H,0.26,0.74
558,"double expresso, the hurlement des sirènes dans la nuit torride",H,H,0.12,0.88
2615,catalogue de graines\\dans le courrier\\le printemps en main,F,H,0.2,0.8
3047,nuit sans nuages\\elle regarde dans le miroir\\et compte ses nouvelles rides,F,H,0.48,0.52
4,croisée de chemins -\\le genévrier\\s'est arrêté là,H,H,0.0,1.0
493,ne pas faire son lit\\le défaire\\jour de retour,H,H,0.42,0.58
296,soleil froid\\dans le parlement\\leurs hurlements,H,H,0.28,0.72
114,fenêtre ouverte\\le bruit de la pluie\\interrompt mon rêve,H,H,0.46,0.54
3150,l'odeur du pain\\remplit tout l'appartement -\\fin fond de la nuit,H,F,0.54,0.46
3211,restes de Noël --\\ma mère oublie\\pourquoi elle m'a appelé,H,H,0.32,0.68
265,velux entrouvert -\\la pénombre s'emplit\\du bruit de la pluie,H,H,0.28,0.72
1314,un monde flottant\\tout au bout de la route\\vient la lumière,H,H,0.26,0.74
1854,pluie froide d'avril --\\je ne me rappelle plus\\ton nom,H,H,0.32,0.68
2182,ciel couvert\\jusqu'à ce qu'un papillon blanc se pose\\sur mon écran de téléphone,H,H,0.24,0.76
1443,carnet de haïkus -\\l'empreinte de mes pas\\dans la neige de mars,H,H,0.34,0.66
2875,salle d'attente\\à chaque nouvel arrivant\\le bruit des vagues,F,H,0.44,0.56
1765,mer et ciel gris\\elle rêve\\d'iris bleus,F,F,0.56,0.44
1806,tout le ciel\\pour le peintre du dimanche\\-- avant l'orage,H,H,0.28,0.72
1174,"la fin des vacances - à la télé, d'Artagnan parle en anglais",H,H,0.16,0.84
226,nuages de beau temps --\\l'échographie\\de mon prochain petit-fils,H,H,0.16,0.84
1869,Une maison désertée\\Pour qui mûrissez-vous\\Ô grappes de raisin ?,F,H,0.1,0.9
1167,Matin d'avril~\\du champ boueux s'envole\\la grâce du héron,F,H,0.08,0.92
3085,l'hiver à grand pas~\\dans la rue de plus en plus\\de foulards,F,F,0.52,0.48
1802,Eté indien --\\sa voix dans la chute\\des feuilles,F,H,0.06,0.94
333,sur les restes du repas\\une dispute à propos\\des causes de la guerre,H,H,0.3,0.7
1228,Depuis l'été dernier\\Mes poches remplies\\De sable,F,H,0.24,0.76
2603,la même musique\\encore et encore\\pluie d'hiver,H,H,0.36,0.64
2046,grand soleil -\\les moucherons se baignent\\dans le vin blanc,H,H,0.36,0.64
335,son thé refroidi\\au milieu de la table\\première neige,H,H,0.44,0.56
2131,bruits de grattoir\\sur une pare-brise -\\la chaleur du lit,H,H,0.24,0.76
340,fin d'été --\\j'observe le Dow (Jones)\\tomber,H,H,0.2,0.8
1292,Il pleut encore-\\échange de regards\\le chat et moi,H,H,0.32,0.68
702,premier soir -\\toujours pas de trève\\à Gaza,H,H,0.3,0.7
1515,clématique grimpante\\grimpant au travers\\du rosier grimpant,H,H,0.08,0.92
2184,sommeil troublé --\\les étincelles\\d'un câble à haute-tension,H,H,0.08,0.92
177,Perseïdes . . . \\des chutes sourdes çà et là\\dans le verger,F,H,0.28,0.72
182,coquille écrasée\\dans la lumière du matin\\les derniers mouvements de l'escargot,H,H,0.28,0.72
2741,photo de mariage\\sous la longue branche\\d'arbre centenaire,H,H,0.3,0.7
1152,encens urbain --\\la vapeur qui monte\\d'un trou d'homme,H,H,0.04,0.96
2210,sur le brûleur\\les moules s'ouvrent\\sans un cri,H,H,0.14,0.86
