,Haiku,Sexe réel,Sexe prédit,Proba prédite homme,Proba prédite femme
315,migrants...\\sans arrêt sans arrêt tombent\\les fleurs de pruniers,H,H,0.3789213557775879,0.6210786442224121
926,la lune est noire\\j'entends à des milliers de kilomètres\\un gémissement,H,H,0.2966058934108208,0.7033941065891792
2082,Sur l'oreiller\\son bouquet de fleurs sauvages\\ce dernier jour de printemps,F,H,0.3537891938219625,0.6462108061780375
641,matin froid\\les souvenirs d'un amour\\flottent dans mon esprit,F,H,0.34806403298268074,0.6519359670173193
2841,nuit sans lune -\\la cloche de la bouée\\se parle à elle-même,F,H,0.2856860406067432,0.7143139593932568
2648,écran des horaires\\l'araignée a tissé sa toile\\entre deux trams --,H,H,0.3588993614839062,0.6411006385160938
456,mille et une nuits\\encore un conte pour l’enfant\\à l’hôpital,F,H,0.33757424480883136,0.6624257551911686
1457,arrivé au bout de la tige\\le liseron se dresse\\vers le ciel,H,H,0.33459462451735544,0.6654053754826446
131,lune gibbeuse-\\par une voix de femme\\envouté,H,H,0.28890513796878137,0.7110948620312186
149,pluie continue\\pour rappeler le soleil \\un rhum arrangé,H,H,0.38993044751858574,0.6100695524814143
3217,toute la nuit\\elles arpentent les trottoirs\\les feuilles mortes,H,H,0.31187811900254125,0.6881218809974587
3177,bottes en caoutchouc\\ah les années\\de boue,H,H,0.3464219035573206,0.6535780964426794
295,le vieux du mas\\est parti - des rejets\\au pied des oliviers,H,H,0.2548200801691932,0.7451799198308068
1278,chaleur moite-\\dans le potager l'éclat\\d'une luciole,H,H,0.3419974109636418,0.6580025890363582
73,lueur du réveil\\à la fenêtre\\la pleine lune,H,H,0.2512616353101881,0.7487383646898119
922,le vent du métro\\arrive à soulever une page -\\haïkaï,H,H,0.21014357934656436,0.7898564206534356
176,tiroir du bureau -\\l'été dernier\\en carte mémoire,H,H,0.29084224736403763,0.7091577526359624
1507,chez l'antiquaire --\\au fond de l'armoire vide\\les rais du soleil,F,H,0.3396018240974512,0.6603981759025488
531,arrêt de bus vide --\\les feuilles d'automne tourbillonnent\\dans le sillage de l'auto,F,H,0.22319463086713132,0.7768053691328687
1330,haïku\\des ricochets dans l'eau\\d'un lac,F,H,0.3154109650944108,0.6845890349055892
2356,ma tension monte -\\une trainée de condensation\\dans le ciel,H,H,0.2931863166798425,0.7068136833201575
87,suprématie blanche -\\le brouillard et la nuit\\se répandent,H,H,0.41858586642175455,0.5814141335782455
2508,météo matinale -\\entre les lames du store\\un tiret de ciel gris,H,H,0.38954285798363764,0.6104571420163624
1623,grand magasin\\du matin au soir -\\dans son caddy sa maison,F,H,0.33211877531280376,0.6678812246871962
1584,En ce jour sombre et gris\\mes pensées vagabondent vers une paire\\d'iris bleus,F,F,0.5630795101688861,0.43692048983111387
2839,"Maison d'enfance,\\reste le puits à manivelle.",H,H,0.29992098203514894,0.7000790179648511
538,Ciels brumeux\\les cèdres moins sombres\\ce jour d'été,F,H,0.44326442635820007,0.5567355736417999
403,"le prunus, tout rose     face à l'échoppe du fleuriste    fermée le lundi!",H,H,0.3134244695434738,0.6865755304565262
1713,nuit américaine\\... les techniciens\\se bousculent,H,H,0.45318388555849265,0.5468161144415074
1088,ma maison d’enfance\\par un carreau entrevoir\\l’obscurité,H,H,0.25990941246293175,0.7400905875370682
19,Grande surface -\\on m'apprend qu'il s'est poignardé\\en pleine garrigue,H,H,0.3364248301246563,0.6635751698753437
1251,heure d'hiver -\\le feuillage du prunus\\change de couleur,H,H,0.31309536764036006,0.6869046323596399
2933,la pelle mécanique\\dans le pré\\efface le ciel,H,H,0.3516630824327941,0.6483369175672059
2407,manif sociale\\des chants de grues migratrices\\survolent le bouchon,H,H,0.30198923197289695,0.698010768027103
2546,restes de vin aigre\\dans le fond des verres\\brume matinale,H,H,0.3391886198820817,0.6608113801179183
654,nuée en approche\\sur mon café du midi\\pas une ride,H,H,0.24474787102038587,0.7552521289796141
1521,papillon de nuit -\\le choix entre deux mêmes\\lampes japonaises,H,H,0.3200621468677356,0.6799378531322644
2387,elle regarde ses\\photos d'enfance\\mon amie plus vieille que moi,H,H,0.28251319575550227,0.7174868042444977
2336,Fin de la tempête~\\de très loin\\l'aboiement d'un chien,H,H,0.23360912474049778,0.7663908752595022
198,Avant de se quitter\\disperser les braises -\\envol des lucioles,H,H,0.4188934778410971,0.5811065221589029
1453,(mince volute de nuage\\la lente spirale de creme\\dans mon expresso),H,H,0.32575795270430463,0.6742420472956954
1493,Au-dessus de la maison\\Le même nuage que l'an passé\\Presque,H,H,0.2373889249409773,0.7626110750590227
239,A chaque halte\\chacun son arbuste -\\buissons de fleurs jaunes,F,H,0.33541681367309073,0.6645831863269093
148,Epiphanie --\\les Rois Mages à l'étoile\\massacrent les enfants,H,H,0.38064008011590866,0.6193599198840913
2441,   bruits de guerre --\\   je retire les décorations\\   de l'arbre de Noël,H,H,0.2144852530112119,0.7855147469887881
3213,froid de l'automne . . .\\au loin le coup de sifflet\\du train du soir,F,H,0.18529805081503536,0.8147019491849646
1108,Pleins d'épingles\\journaux de guerre\\dans le magasin de mon voisin,H,H,0.21599436228672286,0.7840056377132771
292,foyer pour femmes battues -\\sur son corps\\cinquante nuances de bleu,H,H,0.2935040790065563,0.7064959209934437
982,(coucher de soleil de Pâques\\une croix teintée de rouge\\de trainées d'avion),H,H,0.3640755975695793,0.6359244024304207
1578,sur le tarmac gris\\sous la pluie du retour\\le bus jaune,H,H,0.30578800763365366,0.6942119923663463
2101,tremblement de terre de cette nuit --\\les arbres sans feuilles\\au soleil,H,H,0.28778724893533525,0.7122127510646648
2097,fête des pères --\\un est assis sur le trottoir\\la pluie remplit sa tasse,H,H,0.3643396876767193,0.6356603123232807
2549,pousses d'épeautre-\\des vieilles maisons abandonnées\\au long de l'autoroute,H,H,0.2934199573629881,0.7065800426370119
147,terminal vide --\\les titres de l'actualité\\pour des fantômes,H,H,0.3020895323386654,0.6979104676613346
2643,averse de neige -\\les mannequins de la vitrine\\en robes d'été,H,H,0.3220096102769642,0.6779903897230358
2103,nous buvons un thé sucré\\en silence . . .\\une mère de soldat,F,H,0.3757451235886522,0.6242548764113478
2748,Froidement\\Il brûle la canne de son père\\pour se réchauffer,F,H,0.34410962163717984,0.6558903783628202
258,Un peu de son temps\\Avec moi\\Le piéride,H,H,0.3110772203621792,0.6889227796378208
1413,printemps en ville\\retour des hirondelles\\et des jeunes roumaines,H,H,0.33174461011051737,0.6682553898894826
1969,chutes de neige\\le sachet de thé s'enfonce\\lentement dans l'eau,H,H,0.35527179058375147,0.6447282094162485
607,Dans la soupe aux algues\\elle nage encore\\la crevette,H,H,0.44588944159584365,0.5541105584041564
2477,Lundi de Pâques-\\absent depuis plusieurs jours\\le chat est de retour,H,H,0.30133633814787764,0.6986636618521224
461,maison de campagne\\insectes et animaux\\admis,H,H,0.3510307148921993,0.6489692851078007
796,encore l'odeur de cordite\\des restes feux d'artifices\\nid de serpents,H,H,0.43473805781833674,0.5652619421816633
2017,crépuscule d'été --\\les instructions\\pour mes cendres,H,H,0.3927353167434736,0.6072646832565264
1079,pluie d'été --\\le sourire las\\du nain de jardin,H,H,0.26334016493363355,0.7366598350663665
1156,Prêt pour l'hiver\\l'épouvantail\\en bottes de pluie,H,H,0.2753613346460243,0.7246386653539757
247,Veillée du nouvel-an --\\les bulles montent une fois de plus\\dans les vieilles flûtes de cristal,F,H,0.43666136910321407,0.5633386308967859
1585,pluies de mars\\la machine à laver\\sur cycle long,H,H,0.33747547648725273,0.6625245235127473
2432,"Oh, une pluie froide\\emplit à nouveau la rivière\\de ses cercles",H,H,0.27963201571754037,0.7203679842824596
3297,Ouverture de chasse –\\La pesanteur du brouillard\\sur mes épaules,F,H,0.434618636425501,0.565381363574499
3059,neige attendue –\\sur les draps repassés\\un parfum de lavande,H,H,0.3113094168115219,0.6886905831884781
1027,bac à vaisselle  -\\une Afrique dérive\\au-dessus des plats,H,H,0.3185660847933919,0.6814339152066081
3142,(l'anniversaire de mon fils\\ne pas partager le gateau\\chasser la mouette),F,H,0.20415211396073119,0.7958478860392688
3126,bourrasques glacées --\\le fossoyeur creuse une tombe\\au marteau-piqueur,F,H,0.2853493778597088,0.7146506221402912
2830,débat télévisé -\\ses seins affalés\\dans le corsage,H,H,0.33428940955380126,0.6657105904461987
2194,le cimetière\\notre raccourci glacé\\à travers le brouillard hivernal,H,H,0.33643011564810044,0.6635698843518996
3309,thé du soir\\la vitre de la cuisine\\voilée de vapeur,H,H,0.2698525193955833,0.7301474806044167
478,poussière grise\\sur la cheminée de marbre -\\et ta photo,H,H,0.36639063940779204,0.633609360592208
2782,Coquilles d'escargots\\vides -\\premières pousses,H,H,0.32474150738966534,0.6752584926103347
2860,Du brouillard.\\Le minaret de la grande mosquée.\\Dans le vide.,F,H,0.2549858300407323,0.7450141699592677
556,La fourmi\\parle à une autre\\sur le câble du téléphone,H,H,0.21815260595706454,0.7818473940429355
985,salle de classe -\\l'âne de la crèche\\regarde par la fenêtre,H,H,0.2566563275322914,0.7433436724677086
143,une goutte sur la vitre ...\\ma langue tout à l heure\\sur sa peau,H,H,0.35974063964085956,0.6402593603591404
680,fin d'été -\\collecte des monnaies votives de cuivre\\au fond du puits,H,H,0.35865097339607066,0.6413490266039293
1211,dernier jour de l'an\\-- traces de luges rouillées\\dans la neige d'hier,F,H,0.26846191462619096,0.731538085373809
1633,marché aux puces\\une culotte de femme\\d'avant la libération,H,H,0.24136066275462942,0.7586393372453706
503,feuillages d'automne -\\les yeux rivés sur l'écran\\de son portable,H,H,0.36672238779842614,0.6332776122015739
345,ciel menaçant --\\le bourdonnement\\d'une ligne électrique,H,H,0.24844983441850377,0.7515501655814962
2945,Au deuxième jour -\\les résolutions d'hier\\avec l'eau du bain,F,H,0.2900208270369795,0.7099791729630205
3289,Chaud réveillon\\Seins au balcon\\Place aux frissons,H,H,0.3215576936328135,0.6784423063671865
2319,brûlant une à une\\de vieilles lettres d'amour -\\un peu de fumée grise,H,H,0.2620276554177078,0.7379723445822922
2490,bruit de tondeuse -\\des violettes sauvages\\tapies sous la haie,H,H,0.4084245021801173,0.5915754978198827
1178,Lune parfaitement ronde\\Buée sur la vitre,H,H,0.4192950263088846,0.5807049736911154
1961,banlieue rouge -\\le champ lexical\\en jachère,H,H,0.34101556203971584,0.6589844379602842
1242,midi ensoleillé\\l'espace entre nous\\se remplit de chaleur,F,H,0.27207657209943314,0.7279234279005669
1920,assis par terre \\son épaule dénudée \\sans bras,H,H,0.3366441023195059,0.6633558976804941
1084,lendemain d'orage -\\sur les draps mis à sécher\\un papillon blanc,H,H,0.3996549474664608,0.6003450525335392
1229,ciel de neige -\\acheter une carotte\\pour le bonhomme,H,H,0.3041853112899434,0.6958146887100566
638,la rue se calme - \\se lève des arbres \\le bruit du vent,H,H,0.3787389639671097,0.6212610360328903
134,salle d'attente du cardio~\\la guerre\\à portée de main,F,H,0.3041695031620981,0.6958304968379019
2713,notes de révision\\je brosse le sable\\entre les trous,H,H,0.3509988292457771,0.6490011707542229
218,luttant sur\\la boue du site de construction\\les jonquilles,H,H,0.3169085738445223,0.6830914261554777
1062,matin radieux d'automne~\\un soupçon de je ne sais quoi\\dans le café,F,H,0.3334303595662633,0.6665696404337367
2527,matin blanc\\loin là-bas des hôpitaux\\bombardés,F,H,0.4400513926046328,0.5599486073953672
2187,ballon de baudruche...\\lentement la fête\\s'éloigne,F,H,0.33513893291544006,0.6648610670845599
1221,A minuit\\la corne de brume dans le brouillard\\roses jaunes,F,H,0.3731237025292775,0.6268762974707225
1881,ablation du sein\\entre la vie et la mort\\le tatouage du papillon,H,H,0.26510308301368923,0.7348969169863108
1601,Maison de la famille \\le goût du bonheur reste encore \\dans le vieux cerisier,H,H,0.3375035733295686,0.6624964266704314
994,nuit sans sommeil -\\la pleine lune esr arrivée\\à l'autre fenêtre,H,H,0.2512490464417412,0.7487509535582588
201,blanches\\les pages de mes carnets\\je n'aime pas l'hiver,H,H,0.3588142138204823,0.6411857861795177
1699,à son chant répond\\les harpons du vieux Japon\\baleine au printemps,H,H,0.277591468423386,0.722408531576614
1930,journée mondiale du sida -\\je réinstalle\\mon antivirus,H,H,0.2932064137654531,0.7067935862345469
2959,au coeur de la nuit\\le ronron des ventilations\\entre deux sirènes hurlantes,H,H,0.327255724293385,0.672744275706615
302,parking souterrain\\la panique du petit \\papillon blanc,F,H,0.25546705565658845,0.7445329443434116
3225,"dans les hautes branches\\traînent,\\des restants du jour",H,F,0.504161283784097,0.49583871621590303
1731,"Dans le champ de blé,\\deux grandes dalles blanches\\tournées vers l'Orient",H,H,0.3513369320669695,0.6486630679330305
3073,fin de roman -\\un reste de café froid\\au fond de ma tasse,H,H,0.2979972705259193,0.7020027294740807
2273,nuit d'automne -\\le murmure effervescent\\de l'aspirine,H,H,0.2522755539371847,0.7477244460628153
1375,Éclair -\\ton visage\\dans l'obscurité,H,H,0.2973115623746958,0.7026884376253042
289,Sieste des enfants\\Sur la table de la cuisine\\deux mouches forniquent,H,H,0.34176193060344373,0.6582380693965563
1056,deux bottes de blettes\\dans le tchich* ~\\jour pluvieux,F,H,0.4435861023958212,0.5564138976041788
1321,Après le Solstice\\déjà sentir le toucher\\de l'hiver,F,H,0.3150437896334338,0.6849562103665662
2253,dégel -\\sur le polder les canards\\remplacent les patineurs,H,H,0.3567638670285176,0.6432361329714824
3033,(cohue dans la gare --\\le tap tap\\de la canne d'un aveugle),H,H,0.2907499744927512,0.7092500255072488
154,mercredi des Cendres -\\la touffe de jonquilles\\s'apprête à fleurir,H,H,0.30228595312386,0.69771404687614
1829,marché de Noël -\\une étoile dans la flaque\\de neige noire,H,H,0.2371940632504268,0.7628059367495732
2986,Vatican illuminé\\Place vide entre barrières et policiers\\Lumière artificielle,H,H,0.23074104665424733,0.7692589533457527
1652,12 novembre -\\le devoir de mémoire\\dansle brouillard,F,H,0.3058037994584595,0.6941962005415405
1544,journée de pluie;\\je mets de l'ordre dans\\mes aquarelles,H,H,0.40258098523755514,0.5974190147624449
2630,ciels gris  les dernières roses roses de notre voisin par-dessus la clôture,H,H,0.3257363200611728,0.6742636799388272
102,aube méditation le frigo et moi fredonnons,H,H,0.32230513536497885,0.6776948646350212
1287,fin de journée -\\la voix éraillée\\du distributeur bancaire,H,H,0.2987710385685488,0.7012289614314512
1957,porte entrouverte -\\les guirlandes s'illuminent\\une seconde,F,H,0.2771294353866056,0.7228705646133944
487,jour froid\\l'odeur de praline emplit\\le souk,F,H,0.4906077460311319,0.5093922539688681
1546,café bondé --\\le barrista se trompe\\dans mon nom,H,H,0.28754412095185233,0.7124558790481477
1306,pluie de décembre --\\un appel téléphonique\\de mon fils,H,H,0.20668773072955327,0.7933122692704467
434,Cinquante-neuf ans ~\\le noir profond de la lune\\à peine entamé,H,H,0.29816700915907424,0.7018329908409258
946, chemin de l'école\\deux vaches portent avec leurs cornes\\le soleil,F,H,0.33201565064538774,0.6679843493546123
2372,pluie de fin d'été~\\tous ces vieux objets\\dans la cave,F,H,0.3312640306973518,0.6687359693026482
498,lune gibbeuse --\\tout ce qui reste\\de l'été,H,H,0.32405178013789127,0.6759482198621087
3141,vendredi noir -\\la lente dégringolade\\d'une feuille morte,H,H,0.30624084682850095,0.693759153171499
1530,musée de l'armée --\\les casques allemands\\sont attachés,H,H,0.324442027745248,0.675557972254752
567,sous l'arbre vert\\ramassant des figues sèches~\\jour d'équinoxe,F,H,0.41031727479020175,0.5896827252097983
3056,à mesure\\que la pénombre descend\\l'orange de l'azalée,H,H,0.26456442057327345,0.7354355794267265
2908,dehors la tempête\\dans les tasses le café\\redouble d’arôme,F,H,0.36057537595529343,0.6394246240447066
1980,[premier décembre ---\\les bandes délimitantes de la police se cramponnent\\à la grange brûlée],H,H,0.2990753443756031,0.7009246556243969
336,les bourses s'effondrent -\\premières feuilles mortes\\dans la rue,H,H,0.2881270051689714,0.7118729948310286
2048,au pied de la banque -\\des pissenlits\\en fleurs,H,H,0.29170100234398,0.70829899765602
1868,Grosse ronde lune\\Au-dessus du champ de blé\\Cigales et criquets.,F,H,0.24914188827128847,0.7508581117287115
3210,Vendredi Saint --\\les graines de pissenlit\\dans le vent,H,H,0.30926021011318916,0.6907397898868108
113,pleine lune sans nuages\\cinq doigts tambourinent\\sur-une-chute-de-reins,F,H,0.26818487015991255,0.7318151298400875
2593,pluie froide d'avril --\\le sédiment\\au fond\\d'un verre de vin,H,H,0.2393363028603379,0.7606636971396621
1691,milieu de nuit\\le biseau de l'aiguille\\trouve la veine,H,H,0.2684279606719684,0.7315720393280316
3006,demi-lune d'Août\\le dernier quartier de melon\\déchaîne les mouchettes,F,H,0.29288759896074,0.70711240103926
2151,heure de pointe du matin\\sur le bord de la route\\des pruniers sauvages,H,H,0.3610561083469803,0.6389438916530197
1537,gouttes bruyantes\\pas feutrés dans l'escalier\\l'imprimante ronronne,H,H,0.28698107734145295,0.713018922658547
2087,mes doigts sur les touches du clavier - la pluie aux carreaux,H,H,0.37715791254412234,0.6228420874558777
3318,A l'hopital\\regarder les nuages passer\\une aiguille acérée dans la main,F,H,0.406173329632349,0.593826670367651
1391,devant la banque\\des grilles et des CRS -\\le printemps revient,H,H,0.3061147793005604,0.6938852206994396
1425,marée basse -\\l'odeur d'une gaufre\\au bord de l'eau,H,H,0.28376568208723474,0.7162343179127653
2470,   Federal Express\\   m'a trouvée dans le brouillard\\   collier de plumeria,F,H,0.3298681797747661,0.6701318202252339
1912,année bissextile -\\la canne du vieil homme\\laisse aussi ses traces,H,H,0.259808809175871,0.740191190824129
996,Cerises en mars\\L'été toute l'année\\Au supermarché,H,H,0.33594277574639664,0.6640572242536034
122,nuages chair de poisson\\sur le pare-brise de l'ambulance,F,H,0.3364951774593796,0.6635048225406204
106,lever de soleil sur la ville\\ces vieux immeubles\\ont de longues ombres,H,H,0.3172400057021365,0.6827599942978635
2077,aurore boréale\\la vapeur monte\\de la tasse de café,H,H,0.3755910790022958,0.6244089209977042
2014,Perseïdes . . . \\quelque part une vache\\appelle après son veau,F,H,0.34065159355725205,0.659348406442748
2535,le chauffeur de taxi\\me raconte sa vie --\\pluie d'automne,H,H,0.28678917221228584,0.7132108277877142
2656,siège social\\sur les vitres étincelantes\\un oiseau se fracasse.,H,H,0.41494013029820787,0.5850598697017921
1004,"Comme les chauves-souris\\à l'envers,\\les chaises du café dorment",F,H,0.3328312739140318,0.6671687260859682
1519,Nuit d'hiver~\\entre deux pinces à linge\\les étoiles,F,H,0.35622163496896964,0.6437783650310304
618,pluie d'été\\un autre moi rentre à la maison\\sous moi,H,H,0.2420454049433357,0.7579545950566643
932,entre deux\\immeubles décrépits—\\un peuplier dans la lumière de fin du jour,H,H,0.3265261331761613,0.6734738668238387
647,cieux clairs --\\une corneille solitaire\\sur un fil à haute tension,H,H,0.2911985949362329,0.7088014050637671
2547,ces chants d'oiseaux\\après les déflagrations -\\vivre debout,H,H,0.3211565222374104,0.6788434777625896
2486,carnet de haïkus -\\un moucheron s'est posé\\entre bleu et ciel,H,H,0.30236810578381446,0.6976318942161855
2723,nuages d'hiver ---\\mes cheveux gris\\plus gris,H,F,0.5340616548378812,0.4659383451621188
3087,dans l'espace\\d'un om . . . \\d'innombrables gouttes de pluie,H,H,0.26978166668761616,0.7302183333123838
300,lune des longues nuits -\\de l'horloge de la gare\\les aiguilles lentes,H,H,0.2778808526538159,0.7221191473461841
350,loupe de l'arbre\\l'été révèle\\mes vieilles cicatrices,H,H,0.37099113275759266,0.6290088672424073
1471,"Parvis d'église,\\l'œil mort du mendiant\\couleur de lune",H,H,0.2828063560529297,0.7171936439470703
2704,Robinet gelé !\\Une chaussette égarée\\En guise de moufle,H,H,0.24555945931782908,0.7544405406821709
58,tableau de bord ~\\au dessus du gilet jaune\\un piège à rêves,H,H,0.24762101371112177,0.7523789862888782
545,fraîche matinée\\la boule du châtaignier\\bien fermée,F,H,0.3371993888151217,0.6628006111848783
1205,au milieu du champ\\une baignoire en fonte\\pleine de ciel,H,H,0.25352497957474496,0.746475020425255
1672,sur le trottoir\\les feuilles s'agitent\\bientôt la pleine lune,H,H,0.321520971799903,0.678479028200097
2271,claquement\\des capsules de l'euphorbe -\\l'après-midi lente,H,H,0.30489900390402913,0.6951009960959709
2600,Déshabillée\\elle parfume mes poignets\\la mandarine,F,H,0.38865235578891566,0.6113476442110843
3136,jour de rentrée~\\le silence tombe \\sur le mûrier,F,H,0.3518183274711193,0.6481816725288807
1676,ici un prunus\\et là un forsythia -\\jour des Rameaux,H,H,0.39338364183332686,0.6066163581666731
2327,le trou de la sécu-\\le chemisier rose pale\\de la pharmacienne,H,H,0.30485960723484495,0.695140392765155
880,au gré du vent\\sur son matelas pneumatique –\\monde flottant,H,H,0.3113581207597853,0.6886418792402147
2837,changement climatique____________\\quelques soutiens gorges léopards______ font leur apparition,H,H,0.2954979210936012,0.7045020789063988
380,choisir sa monture\\hypnotisé par les miches\\de l'opticienne,H,H,0.39644179270226954,0.6035582072977305
2891,bruine d'automne\\acidulée et fraiche\\la pomme verte,F,H,0.3203131344030623,0.6796868655969377
1851,Une semaine plus tard\\moins de roses dans\\un vase plus mince,H,H,0.3828120864556529,0.6171879135443471
3314,dans mon miroir\\le visage de ma grand-mère\\déjà,F,H,0.2772642792651929,0.7227357207348071
1550,Le village abandonné\\de la poignée de la porte\\des gouttes de pluie tombent,H,H,0.27040629765116464,0.7295937023488354
89,Retour des oies\\des dizaines de lettres\\dans ma boîte,H,H,0.345507508001229,0.654492491998771
508,dernier jour de l'an ~\\dans un rayon de soleil\\la poussière des livres,H,H,0.401251035846071,0.598748964153929
684,tram du soir\\son diamant sur le nez\\une étoile,H,H,0.28497405218114225,0.7150259478188578
3106,"Café serré,\\sur la colline la brume\\efface la biche",H,H,0.4148672611811961,0.5851327388188039
924,"au creux de l'écluse,\\le bateau s'élève - dedans,\\une religieuse",H,H,0.2578490020739759,0.7421509979260241
2687,   (Premier jour d'octobre\\   le soleil du matin dans mes yeux\\   bruit métallique de la chaudière),F,F,0.5832464440608998,0.41675355593910024
1468,La boîte si grande\\pour un minuscule biscuit\\sans gluten,H,H,0.3104417295942149,0.6895582704057851
2398,hors du puits\\dans un seau j'attrape\\une lune,H,H,0.26053973961685095,0.739460260383149
313,l'écorce du pommier\\rongée un peu plus haut\\cette année,F,H,0.3639522852991707,0.6360477147008293
2848,Mercredi des Cendres --\\le prêtre\\allume une cigarette,H,H,0.23905972412656262,0.7609402758734374
817,marée basse -\\le silence des coquillages\\sous la pleine lune,H,H,0.25640841344152465,0.7435915865584753
2015,Eveillée à 4 heures du matin\\Les cris des bernaches du Canada\\Le printemps est là,F,H,0.36632882100096975,0.6336711789990302
1304,cimetière militaire -\\le vent effiloche drapeaux\\et cerisiers roses,H,H,0.4494520574097378,0.5505479425902622
408,sommeil troublé --\\quelque part dans le noir\\une porte mal fermée,H,H,0.29057813566644153,0.7094218643335585
1279,Balade en Chautagne\\juste un chemin de lumière\\soleil sur le lac,F,H,0.28860938599104613,0.7113906140089539
1903,nuit d'émeutes-\\après le petit dej\\ramasser les miettes,H,H,0.27645120640068954,0.7235487935993105
3144,le slip rouge\\de la violoncelliste -\\concert à Luçon,H,H,0.309299287702857,0.690700712297143
2464,matin d'anniversaire -\\mes empreintes sur la plage\\un peu plus profondes,H,F,0.5121505574573488,0.4878494425426512
1203,arrêt de bus --\\un parfum de femme\\dans l'air,H,H,0.25864445274252235,0.7413555472574777
648,un bic à la main\\elle compte ses vidanges\\et moi ses atouts,H,H,0.36171222077758536,0.6382877792224146
2708,dernière tonte -\\du sac d'herbe s'échappe\\la brume du soir,H,H,0.3359671405273559,0.6640328594726441
1044,après-midi d'été -\\par toutes les fenêtres\\je vois des bambous,H,H,0.4055014900535371,0.5944985099464629
3130,tout autour\\de la centrale électrique\\les lumières jaunes des champs de colza,H,H,0.37367953117817054,0.6263204688218295
913,près de son lit\\une poche de sang suspendue -\\au dehors...les baies de sorbier,H,H,0.3891538200127491,0.6108461799872509
2510,fleur  de cactus --\\je n'avais pas réalisé\\qu'elle connaissait mon nom,H,H,0.32116824157831525,0.6788317584216848
28,Heidegger en main\\un vieil homme déambule -\\fleurs de Magnolia,H,H,0.32642915842530384,0.6735708415746962
192,(jeune mère fatiguée -\\des feuilles brunes\\tombent des arbres verts),F,H,0.3335339572742262,0.6664660427257738
2719,éternuement surprise\\le pissenlit se disperse\\sans un souhait,F,H,0.3399221838372346,0.6600778161627654
1910,comme l'année dernière\\le cerisier en fleurs\\cache les buildings,H,H,0.3388398918936182,0.6611601081063818
1160,rue de l'u\\la librairie ésotérique\\a disparu,H,H,0.2829155086804931,0.7170844913195069
3090,saison de pluie _\\elle rentre sous le préau\\la corde à linge,F,H,0.44951189230165023,0.5504881076983498
217,"""tumeur maligne...""\\dans les deux poings du fermier\\des mauvaises herbes",H,H,0.3588062785307222,0.6411937214692778
105,la petite\\n'arrive pas à dormir\\lune du loup,H,H,0.23812931412224947,0.7618706858777505
2121,Un nid de cigognes\\au-dessus de la maison abandonnée.\\La pluie ne s'arrête pas !,H,H,0.20072647871664318,0.7992735212833568
1572,crachin d'hiver ~\\le crissement métallique\\des outils qu'on gratte,H,H,0.33538336258082346,0.6646166374191765
3199,feux d'artifices du nouvel an -\\dans leur nouvelle maison \\les enfants réveillés des réfugiés hurlent,H,H,0.4274975019859749,0.5725024980140251
1542,j'enfile mes chaussettes\\elle me parle\\de sucres lents,H,H,0.27709238922481794,0.7229076107751821
284,caisse de l'hyper -\\sur les paquets de yaourts\\de la dentelle noire,H,H,0.3290132330779809,0.6709867669220191
2701,mort du peintre\\un mois après l'encre séchée\\au fond de la pierre,H,H,0.29642458530918736,0.7035754146908126
2647,ton message à l'aube\\balaie cette odeur de pluie ~\\thé aux notes boisées,F,H,0.4793398439365709,0.5206601560634291
2112,avant les poubelles\\après les poubelles\\le chant de la grive,H,H,0.37105690979687334,0.6289430902031267
109,Thanksgiving pluvieux --\\les yeux fixes\\d'un chien du refuge,H,H,0.3281165362535994,0.6718834637464006
1047,jours courts~\\ma place au soleil\\dans la bibliothèque,F,H,0.3514636422858607,0.6485363577141393
1145,pelouse tondue ras --\\on a laissé les herbes grandir\\tout contre la vieille église,H,H,0.3012291874620716,0.6987708125379284
1478,averse nocturne -\\une planche de bois neuve\\au banc de l'écluse,H,H,0.2380898831906475,0.7619101168093525
1663,"18eme anniversaire de ma fille\\les rayons du soleil, chauds\\dans ses cheveux",H,H,0.2923817975966294,0.7076182024033706
1874,route quotidienne -\\de la grisaille d'octobre\\le sumac se moque,H,H,0.3607511274476056,0.6392488725523944
1565,salle d'attente\\les étoiles apparaissent\\une par une,H,H,0.31405135806381346,0.6859486419361865
142,son nom sur le marbre;\\naissance et mort\\l'espace entre,H,H,0.3327930969850659,0.6672069030149341
2005,la lisière de son slip\\sur ses belles petites fesses\\à quai,H,H,0.33388630835053523,0.6661136916494648
90,le mari au travail ?\\le facteur sonne\\pour voir le nouveau-né,F,H,0.2964255054197473,0.7035744945802527
3004,Bouton du gilet\\Petit bruit sur l'asphalte\\Lune si proche,H,H,0.3092420653043859,0.6907579346956141
3283,   (le brouillard se lève\\   la visage d'un vieil ami\\   à ma promenade du matin),F,H,0.35684643255414994,0.6431535674458501
2789,les chats en chaleur-\\un profond soupir\\sur un lit froid,F,H,0.33278797108296254,0.6672120289170375
2169,accrochés\\au fil barbelé\\de la laine et du vent,H,H,0.3369167204737221,0.6630832795262779
2411,cette araignée\\au-dessus du compost\\comme elle est grasse !,H,H,0.2304527989203784,0.7695472010796216
3014,février\\qui de lui ou la lune\\m'a réveillée ?,F,H,0.2321982584513539,0.7678017415486461
263,rouges et brillants\\parmi les pétales desséchés\\ses ongles de pied,H,H,0.3604516966977437,0.6395483033022563
